1487128171
[H[JMem: 90448K used, 422336K free, 1056K shrd, 4916K buff, 21352K cached
CPU:   0% usr   0% sys   0% nic  95% idle   0% io   0% irq   5% sirq
Load average: 0.08 0.04 0.01 1/80 21576
[7m  PID  PPID USER     STAT   VSZ %VSZ %CPU COMMAND[0m
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 422336   4916  33868    0    0     0     0 104042  182  1 23 77  0  0 2017-02-15 03:09:59
 0  0      0 422368   4916  33868    0    0     0     0 104013  166  0 19 82  0  0 2017-02-15 03:10:00
 0  0      0 422312   4916  33868    0    0     0     0 103721  239  0 23 77  0  0 2017-02-15 03:10:01
 0  0      0 422360   4916  33868    0    0     0     0 103885  186  0 23 78  0  0 2017-02-15 03:10:02
 0  0      0 422328   4916  33868    0    0     0     0 104111  160  0 20 81  0  0 2017-02-15 03:10:03
 0  0      0 422328   4916  33868    0    0     0     0 103914  176  0 22 78  0  0 2017-02-15 03:10:04
 0  0      0 422328   4916  33868    0    0     0     0 103935  168  0 22 79  0  0 2017-02-15 03:10:05
 0  0      0 422328   4916  33868    0    0     0     0 104049  165  0 19 81  0  0 2017-02-15 03:10:06
 0  0      0 422328   4916  33872    0    0     0     0 104061  161  0 19 81  0  0 2017-02-15 03:10:07
 0  0      0 422296   4916  33872    0    0     0     0 103929  188  1 24 76  0  0 2017-02-15 03:10:08
 1  0      0 422328   4916  33872    0    0     0     0 103961  172  0 21 79  0  0 2017-02-15 03:10:09
 0  0      0 422328   4916  33872    0    0     0     0 104051  174  0 21 80  0  0 2017-02-15 03:10:10
 1  0      0 422336   4916  33872    0    0     0     0 103857  188  0 21 80  0  0 2017-02-15 03:10:11
 0  0      0 422336   4916  33872    0    0     0     0 103945  182  0 22 78  0  0 2017-02-15 03:10:12
 0  0      0 422336   4916  33872    0    0     0     0 104050  179  0 22 78  0  0 2017-02-15 03:10:13
 1  0      0 422336   4916  33872    0    0     0     0 103944  155  0 20 81  0  0 2017-02-15 03:10:14
 0  0      0 422336   4916  33872    0    0     0     0 103912  171  0 21 80  0  0 2017-02-15 03:10:15
 1  0      0 422336   4916  33872    0    0     0     0 103919  179  0 23 77  0  0 2017-02-15 03:10:16
 0  0      0 422336   4916  33872    0    0     0     0 103995  182  0 23 78  0  0 2017-02-15 03:10:17
 0  0      0 422336   4916  33872    0    0     0     0 103879  161  0 20 80  0  0 2017-02-15 03:10:18
 0  0      0 422304   4916  33872    0    0     0     0 104135  182  0 22 78  0  0 2017-02-15 03:10:19
 0  0      0 422336   4916  33872    0    0     0     0 104064  150  0 19 82  0  0 2017-02-15 03:10:20
 1  0      0 422336   4916  33872    0    0     0     0 104123  174  0 21 80  0  0 2017-02-15 03:10:21
 0  0      0 422336   4916  33872    0    0     0     0 104157  163  0 19 81  0  0 2017-02-15 03:10:22
 0  0      0 422336   4916  33872    0    0     0     0 104136  163  0 19 81  0  0 2017-02-15 03:10:23
 0  0      0 422304   4916  33872    0    0     0     0 103933  155  0 18 83  0  0 2017-02-15 03:10:24
 0  0      0 422336   4916  33872    0    0     0     0 104118  165  0 22 79  0  0 2017-02-15 03:10:25
 0  0      0 422336   4916  33872    0    0     0     0 103961  197  0 27 73  0  0 2017-02-15 03:10:26
 0  0      0 422336   4916  33872    0    0     0     0 104099  164  0 20 80  0  0 2017-02-15 03:10:27
 0  0      0 422336   4916  33872    0    0     0     0 103895  191  0 25 75  0  0 2017-02-15 03:10:28
 0  0      0 422336   4916  33872    0    0     0     0 104026  152  0 18 83  0  0 2017-02-15 03:10:29
 1  0      0 422336   4916  33872    0    0     0     0 104038  178  0 24 77  0  0 2017-02-15 03:10:30
 0  0      0 422336   4916  33872    0    0     0     0 104031  145  0 17 84  0  0 2017-02-15 03:10:31
 1  0      0 422336   4916  33872    0    0     0     0 103927  182  0 22 79  0  0 2017-02-15 03:10:32
 1  0      0 422336   4916  33872    0    0     0     0 104004  171  0 21 79  0  0 2017-02-15 03:10:33
 1  0      0 422336   4916  33872    0    0     0     0 104061  167  1 21 79  0  0 2017-02-15 03:10:34
 0  0      0 422336   4916  33872    0    0     0     0 104083  167  0 21 79  0  0 2017-02-15 03:10:35
 1  0      0 422336   4916  33872    0    0     0     0 104040  147  0 17 83  0  0 2017-02-15 03:10:36
 1  0      0 422328   4916  33872    0    0     0     0 104014  160  1 19 81  0  0 2017-02-15 03:10:37
 0  0      0 422328   4916  33872    0    0     0     0 103978  174  0 21 80  0  0 2017-02-15 03:10:38
 0  0      0 422328   4916  33872    0    0     0     0 104003  164  0 20 80  0  0 2017-02-15 03:10:39
 0  0      0 422328   4916  33872    0    0     0     0 104082  170  0 20 80  0  0 2017-02-15 03:10:40
 1  0      0 422296   4916  33872    0    0     0     0 104206  178  0 22 79  0  0 2017-02-15 03:10:41
 0  0      0 422328   4916  33872    0    0     0     0 103803  158  0 19 82  0  0 2017-02-15 03:10:42
 0  0      0 422328   4916  33872    0    0     0     0 103812  189  0 24 77  0  0 2017-02-15 03:10:43
 1  0      0 422328   4916  33872    0    0     0     0 104124  153  0 17 83  0  0 2017-02-15 03:10:44
 0  0      0 422296   4916  33872    0    0     0     0 104108  159  0 16 84  0  0 2017-02-15 03:10:45
 0  0      0 422328   4916  33872    0    0     0     0 104022  153  0 18 82  0  0 2017-02-15 03:10:46
 1  0      0 422328   4916  33876    0    0     0     0 104009  165  0 20 80  0  0 2017-02-15 03:10:47
 0  0      0 422328   4916  33876    0    0     0     0 104070  175  0 19 82  0  0 2017-02-15 03:10:48
 0  0      0 422328   4916  33876    0    0     0     0 103958  164  0 19 82  0  0 2017-02-15 03:10:49
 0  0      0 422328   4916  33876    0    0     0     0 103993  148  0 15 85  0  0 2017-02-15 03:10:50
 1  0      0 422328   4916  33876    0    0     0     0 103789  184  0 23 77  0  0 2017-02-15 03:10:51
 0  0      0 422328   4916  33876    0    0     0     0 104023  164  0 20 80  0  0 2017-02-15 03:10:52
 0  0      0 422328   4916  33876    0    0     0     0 104159  177  0 22 78  0  0 2017-02-15 03:10:53
 0  0      0 422328   4916  33876    0    0     0     0 104158  160  0 19 81  0  0 2017-02-15 03:10:54
 0  0      0 422328   4916  33876    0    0     0     0 103992  184  0 22 78  0  0 2017-02-15 03:10:55
 0  0      0 422328   4916  33876    0    0     0     0 103886  175  0 23 77  0  0 2017-02-15 03:10:56
 0  0      0 422328   4916  33876    0    0     0     0 104038  174  0 21 79  0  0 2017-02-15 03:10:57
 0  0      0 422328   4916  33876    0    0     0     0 104084  168  0 21 79  0  0 2017-02-15 03:10:58
 0  0      0 422328   4916  33876    0    0     0     0 104146  187  0 24 76  0  0 2017-02-15 03:10:59
 0  0      0 422328   4916  33876    0    0     0     0 103930  201  0 28 72  0  0 2017-02-15 03:11:00
 0  0      0 422328   4916  33876    0    0     0     0 103893  180  0 21 80  0  0 2017-02-15 03:11:01
 0  0      0 422328   4916  33876    0    0     0     0 103862  189  0 24 76  0  0 2017-02-15 03:11:02
 0  0      0 422296   4916  33876    0    0     0     0 104226  162  0 18 82  0  0 2017-02-15 03:11:03
 0  0      0 422296   4916  33876    0    0     0     0 104084  161  0 18 82  0  0 2017-02-15 03:11:04
 1  0      0 422328   4916  33876    0    0     0     0 103949  147  0 18 83  0  0 2017-02-15 03:11:05
 0  0      0 422328   4916  33876    0    0     0     0 104051  161  0 21 79  0  0 2017-02-15 03:11:06
 0  0      0 422296   4916  33876    0    0     0     0 103915  164  0 19 82  0  0 2017-02-15 03:11:07
 0  0      0 422328   4916  33876    0    0     0     0 103927  173  0 22 79  0  0 2017-02-15 03:11:08
 0  0      0 422328   4916  33876    0    0     0     0 104081  148  0 15 85  0  0 2017-02-15 03:11:09
 0  0      0 422328   4916  33876    0    0     0     0 104028  160  0 22 79  0  0 2017-02-15 03:11:10
 0  0      0 422328   4916  33876    0    0     0     0 103991  190  0 26 74  0  0 2017-02-15 03:11:11
 1  0      0 422296   4916  33876    0    0     0     0 103851  226  0 28 73  0  0 2017-02-15 03:11:12
 0  0      0 422328   4916  33876    0    0     0     0 104175  177  0 21 79  0  0 2017-02-15 03:11:13
 0  0      0 422328   4916  33876    0    0     0     0 104144  164  0 19 82  0  0 2017-02-15 03:11:14
 0  0      0 422328   4916  33876    0    0     0     0 104116  170  0 22 78  0  0 2017-02-15 03:11:15
 0  0      0 422296   4916  33876    0    0     0     0 104054  149  0 18 82  0  0 2017-02-15 03:11:16
 0  0      0 422328   4916  33876    0    0     0     0 104017  169  0 22 79  0  0 2017-02-15 03:11:17
 0  0      0 422296   4916  33876    0    0     0     0 104174  170  0 21 80  0  0 2017-02-15 03:11:18
 1  0      0 422296   4916  33876    0    0     0     0 103971  190  0 23 77  0  0 2017-02-15 03:11:19
 0  0      0 422328   4916  33876    0    0     0     0 104149  166  0 21 80  0  0 2017-02-15 03:11:20
 0  0      0 422296   4916  33876    0    0     0     0 104069  155  0 21 80  0  0 2017-02-15 03:11:21
 1  0      0 422328   4916  33876    0    0     0     0 104079  174  0 22 78  0  0 2017-02-15 03:11:22
 0  0      0 422328   4916  33876    0    0     0     0 103912  196  0 21 79  0  0 2017-02-15 03:11:23
 1  0      0 422328   4916  33876    0    0     0     0 103884  201  0 22 78  0  0 2017-02-15 03:11:24
 0  0      0 422328   4916  33876    0    0     0     0 104072  196  0 22 79  0  0 2017-02-15 03:11:25
 0  0      0 422328   4916  33880    0    0     0     0 103776  178  0 22 79  0  0 2017-02-15 03:11:26
 0  0      0 422328   4916  33880    0    0     0     0 103841  151  0 18 83  0  0 2017-02-15 03:11:27
 1  0      0 422328   4916  33880    0    0     0     0 103862  161  1 18 82  0  0 2017-02-15 03:11:28
 1  0      0 422328   4916  33880    0    0     0     0 103760  198  0 20 80  0  0 2017-02-15 03:11:29
 0  0      0 422328   4916  33880    0    0     0     0 103864  159  0 20 80  0  0 2017-02-15 03:11:30
 0  0      0 422328   4916  33880    0    0     0     0 103798  217  0 22 79  0  0 2017-02-15 03:11:31
 0  0      0 422328   4916  33880    0    0     0     0 103951  182  0 24 77  0  0 2017-02-15 03:11:32
 1  0      0 422328   4916  33880    0    0     0     0 103764  183  0 24 76  0  0 2017-02-15 03:11:33
 0  0      0 422328   4916  33880    0    0     0     0 103993  187  0 20 80  0  0 2017-02-15 03:11:34
 1  0      0 422296   4916  33880    0    0     0     0 103942  154  0 16 85  0  0 2017-02-15 03:11:35
 0  0      0 422328   4916  33880    0    0     0     0 104082  150  0 16 84  0  0 2017-02-15 03:11:36
 1  0      0 422328   4916  33880    0    0     0     0 103952  152  0 17 83  0  0 2017-02-15 03:11:37
 1  0      0 422328   4916  33880    0    0     0     0 104027  181  0 25 75  0  0 2017-02-15 03:11:38
 0  0      0 422328   4916  33880    0    0     0     0 103891  177  0 21 80  0  0 2017-02-15 03:11:39
 0  0      0 422328   4916  33880    0    0     0     0 103985  185  0 24 77  0  0 2017-02-15 03:11:40
 0  0      0 422328   4916  33880    0    0     0     0 103998  155  0 19 81  0  0 2017-02-15 03:11:41
 0  0      0 422328   4916  33880    0    0     0     0 103784  166  0 20 80  0  0 2017-02-15 03:11:42
 0  0      0 422328   4916  33880    0    0     0     0 103760  171  0 22 78  0  0 2017-02-15 03:11:43
 1  0      0 422328   4916  33880    0    0     0     0 103630  150  0 16 85  0  0 2017-02-15 03:11:44
 0  0      0 422328   4916  33880    0    0     0     0 103851  186  0 24 77  0  0 2017-02-15 03:11:45
 0  0      0 422328   4916  33880    0    0     0     0 103879  165  0 22 79  0  0 2017-02-15 03:11:46
 0  0      0 422360   4916  33880    0    0     0     0 103896  174  0 22 78  0  0 2017-02-15 03:11:47
 0  0      0 422328   4916  33880    0    0     0     0 103730  169  0 20 80  0  0 2017-02-15 03:11:48
 0  0      0 422328   4916  33880    0    0     0     0 103762  171  0 22 79  0  0 2017-02-15 03:11:49
 1  0      0 422328   4916  33880    0    0     0     0 103859  156  0 19 81  0  0 2017-02-15 03:11:50
 1  0      0 422328   4916  33880    0    0     0     0 103817  161  0 20 81  0  0 2017-02-15 03:11:51
 0  0      0 422328   4916  33880    0    0     0     0 103877  189  0 28 72  0  0 2017-02-15 03:11:52
 1  0      0 422328   4916  33880    0    0     0     0 103947  177  0 23 77  0  0 2017-02-15 03:11:53
 0  0      0 422328   4916  33880    0    0     0     0 103948  163  0 20 80  0  0 2017-02-15 03:11:54
 0  0      0 422328   4916  33880    0    0     0     0 103711  175  0 23 77  0  0 2017-02-15 03:11:55
 1  0      0 422328   4916  33880    0    0     0     0 103704  169  0 21 80  0  0 2017-02-15 03:11:56
 1  0      0 422328   4916  33880    0    0     0     0 103733  186  0 23 78  0  0 2017-02-15 03:11:57
 0  0      0 422328   4916  33880    0    0     0     0 103806  187  0 26 75  0  0 2017-02-15 03:11:58
 0  0      0 422328   4916  33880    0    0     0     0 104106  178  0 23 78  0  0 2017-02-15 03:11:59
 0  0      0 422328   4916  33880    0    0     0     0 103967  182  0 25 76  0  0 2017-02-15 03:12:00
 0  0      0 422328   4916  33880    0    0     0     0 104048  178  0 23 78  0  0 2017-02-15 03:12:01
 0  0      0 422328   4916  33880    0    0     0     0 103915  175  0 20 80  0  0 2017-02-15 03:12:02
 0  0      0 422360   4916  33880    0    0     0     0 103869  187  0 25 75  0  0 2017-02-15 03:12:03
 0  0      0 422328   4916  33880    0    0     0     0 103975  154  0 22 78  0  0 2017-02-15 03:12:04
 0  0      0 422328   4916  33880    0    0     0     0 103955  163  0 21 79  0  0 2017-02-15 03:12:05
 0  0      0 422328   4916  33884    0    0     0     0 103901  129  0 18 82  0  0 2017-02-15 03:12:06
 0  0      0 422328   4916  33884    0    0     0     0 103974  164  0 20 81  0  0 2017-02-15 03:12:07
 1  0      0 422328   4916  33884    0    0     0     0 104077  172  0 24 76  0  0 2017-02-15 03:12:08
 0  0      0 422328   4916  33884    0    0     0     0 104033  167  0 19 81  0  0 2017-02-15 03:12:09
 1  0      0 422328   4916  33884    0    0     0     0 103991  162  1 15 84  0  0 2017-02-15 03:12:10
 0  0      0 422328   4916  33884    0    0     0     0 103803  186  0 23 77  0  0 2017-02-15 03:12:11
 0  0      0 422296   4916  33884    0    0     0     0 103777  187  0 24 77  0  0 2017-02-15 03:12:12
 0  0      0 422328   4916  33884    0    0     0     0 103758  181  0 25 76  0  0 2017-02-15 03:12:13
 0  0      0 422328   4916  33884    0    0     0     0 103461  186  0 24 77  0  0 2017-02-15 03:12:14
 0  0      0 422328   4916  33884    0    0     0     0 103722  195  0 26 74  0  0 2017-02-15 03:12:15
 0  0      0 422328   4916  33884    0    0     0     0 103881  189  0 25 75  0  0 2017-02-15 03:12:16
 0  0      0 422328   4916  33884    0    0     0     0 103921  165  0 21 79  0  0 2017-02-15 03:12:17
 0  0      0 422328   4916  33884    0    0     0     0 103770  183  0 25 75  0  0 2017-02-15 03:12:18
 0  0      0 422328   4916  33884    0    0     0     0 103721  211  0 27 73  0  0 2017-02-15 03:12:19
 0  0      0 422296   4916  33884    0    0     0     0 103652  170  0 22 78  0  0 2017-02-15 03:12:20
 1  0      0 422328   4916  33884    0    0     0     0 103724  201  0 26 74  0  0 2017-02-15 03:12:21
 0  0      0 422328   4916  33884    0    0     0     0 103708  166  0 20 81  0  0 2017-02-15 03:12:22
 0  0      0 422328   4916  33884    0    0     0     0 103578  168  0 21 79  0  0 2017-02-15 03:12:23
 0  0      0 422328   4916  33884    0    0     0     0 103848  166  0 21 80  0  0 2017-02-15 03:12:24
 0  0      0 422328   4916  33884    0    0     0     0 103747  180  0 24 75  0  0 2017-02-15 03:12:25
 1  0      0 422328   4916  33884    0    0     0     0 103679  184  0 23 77  0  0 2017-02-15 03:12:26
 0  0      0 422296   4916  33884    0    0     0     0 103762  164  0 20 81  0  0 2017-02-15 03:12:27
 0  0      0 422328   4916  33884    0    0     0     0 103943  171  0 23 78  0  0 2017-02-15 03:12:28
 1  0      0 422360   4916  33884    0    0     0     0 103519  175  0 21 80  0  0 2017-02-15 03:12:29
 0  0      0 422328   4916  33884    0    0     0     0 103453  191  0 25 75  0  0 2017-02-15 03:12:30
 0  0      0 422328   4916  33884    0    0     0     0 103658  163  0 17 84  0  0 2017-02-15 03:12:31
 0  0      0 422328   4916  33884    0    0     0     0 103880  164  0 20 80  0  0 2017-02-15 03:12:32
 0  0      0 422328   4916  33884    0    0     0     0 103772  183  0 23 77  0  0 2017-02-15 03:12:33
 0  0      0 422328   4916  33884    0    0     0     0 103642  166  0 21 79  0  0 2017-02-15 03:12:34
 1  0      0 422328   4916  33884    0    0     0     0 103695  186  0 26 74  0  0 2017-02-15 03:12:35
 0  0      0 422328   4916  33884    0    0     0     0 103565  190  0 23 78  0  0 2017-02-15 03:12:36
 0  0      0 422328   4916  33884    0    0     0     0 103495  186  0 23 77  0  0 2017-02-15 03:12:37
 1  0      0 422328   4916  33884    0    0     0     0 103431  183  0 23 77  0  0 2017-02-15 03:12:38
 1  0      0 422344   4916  33884    0    0     0     0 103737  171  0 22 79  0  0 2017-02-15 03:12:39
 1  0      0 422344   4916  33884    0    0     0     0 103581  165  0 20 81  0  0 2017-02-15 03:12:40
 1  0      0 422344   4916  33884    0    0     0     0 103726  174  1 20 80  0  0 2017-02-15 03:12:41
 1  0      0 422344   4916  33884    0    0     0     0 103338  164  0 19 81  0  0 2017-02-15 03:12:42
 1  0      0 422344   4916  33884    0    0     0     0 103585  159  0 21 79  0  0 2017-02-15 03:12:43
 1  0      0 422312   4916  33884    0    0     0     0 103634  190  0 26 74  0  0 2017-02-15 03:12:44
 0  0      0 422336   4916  33884    0    0     0     0 103552  196  0 29 72  0  0 2017-02-15 03:12:45
 1  0      0 422336   4916  33888    0    0     0     0 103693  195  0 25 75  0  0 2017-02-15 03:12:46
 0  0      0 422336   4916  33888    0    0     0     0 103847  187  0 21 79  0  0 2017-02-15 03:12:47
 0  0      0 422328   4916  33888    0    0     0     0 103681  184  0 25 76  0  0 2017-02-15 03:12:48
 1  0      0 422328   4916  33888    0    0     0     0 103588  212  0 22 78  0  0 2017-02-15 03:12:49
 0  0      0 422328   4916  33888    0    0     0     0 103920  181  0 23 77  0  0 2017-02-15 03:12:50
 0  0      0 422328   4916  33888    0    0     0     0 103718  156  0 20 81  0  0 2017-02-15 03:12:51
 0  0      0 422328   4916  33888    0    0     0     0 103584  180  0 21 80  0  0 2017-02-15 03:12:52
 0  0      0 422296   4916  33888    0    0     0     0 103612  179  0 22 79  0  0 2017-02-15 03:12:53
 0  0      0 422328   4916  33888    0    0     0     0 103564  153  0 16 84  0  0 2017-02-15 03:12:54
 1  0      0 422328   4916  33888    0    0     0     0 103726  168  0 21 80  0  0 2017-02-15 03:12:55
 0  0      0 422328   4916  33888    0    0     0     0 103764  178  0 23 77  0  0 2017-02-15 03:12:56
 0  0      0 422328   4916  33888    0    0     0     0 103729  176  0 23 77  0  0 2017-02-15 03:12:57
 0  0      0 422360   4916  33888    0    0     0     0 103555  220  0 33 68  0  0 2017-02-15 03:12:58
 0  0      0 422328   4916  33888    0    0     0     0 103721  169  0 18 81  0  0 2017-02-15 03:12:59
 0  0      0 422328   4916  33888    0    0     0     0 103823  152  0 19 82  0  0 2017-02-15 03:13:00
 1  0      0 422328   4916  33888    0    0     0     0 103750  189  0 20 80  0  0 2017-02-15 03:13:01
 0  0      0 422328   4916  33888    0    0     0     0 103669  162  0 22 79  0  0 2017-02-15 03:13:02
 0  0      0 422328   4916  33888    0    0     0     0 103572  171  0 20 80  0  0 2017-02-15 03:13:03
 0  0      0 422328   4916  33888    0    0     0     0 103581  189  0 27 73  0  0 2017-02-15 03:13:04
 0  0      0 422328   4916  33888    0    0     0     0 103609  174  0 22 79  0  0 2017-02-15 03:13:05
 0  0      0 422328   4916  33888    0    0     0     0 103557  178  0 21 79  0  0 2017-02-15 03:13:06
 0  0      0 422328   4916  33888    0    0     0     0 103651  172  0 20 80  0  0 2017-02-15 03:13:07
 1  0      0 422328   4916  33888    0    0     0     0 103668  181  0 24 76  0  0 2017-02-15 03:13:08
 0  0      0 422328   4916  33888    0    0     0     0 103753  183  0 25 75  0  0 2017-02-15 03:13:09
 1  0      0 422328   4916  33888    0    0     0     0 103600  200  0 27 74  0  0 2017-02-15 03:13:10
 0  0      0 422336   4916  33888    0    0     0     0 103719  182  0 23 77  0  0 2017-02-15 03:13:11
 0  0      0 422336   4916  33888    0    0     0     0 103834  188  0 23 77  0  0 2017-02-15 03:13:12
 1  0      0 422336   4916  33888    0    0     0     0 103725  181  0 25 76  0  0 2017-02-15 03:13:13
 1  0      0 422336   4916  33888    0    0     0     0 103738  180  0 22 79  0  0 2017-02-15 03:13:14
 1  0      0 422336   4916  33888    0    0     0     0 103975  178  0 23 78  0  0 2017-02-15 03:13:15
 0  0      0 422336   4916  33888    0    0     0     0 103778  198  0 28 72  0  0 2017-02-15 03:13:16
 0  0      0 422304   4916  33888    0    0     0     0 103575  203  0 26 74  0  0 2017-02-15 03:13:17
 0  0      0 422336   4916  33888    0    0     0     0 103513  171  0 23 78  0  0 2017-02-15 03:13:18
 0  0      0 422336   4916  33888    0    0     0     0 103596  174  0 20 80  0  0 2017-02-15 03:13:19
 0  0      0 422336   4916  33888    0    0     0     0 103797  157  0 17 83  0  0 2017-02-15 03:13:20
 0  0      0 422336   4916  33888    0    0     0     0 103592  183  0 22 78  0  0 2017-02-15 03:13:21
 0  0      0 422336   4916  33888    0    0     0     0 103941  190  0 25 75  0  0 2017-02-15 03:13:22
 0  0      0 422336   4916  33888    0    0     0     0 103930  156  0 16 84  0  0 2017-02-15 03:13:23
 0  0      0 422336   4916  33888    0    0     0     0 103770  163  0 22 78  0  0 2017-02-15 03:13:24
 0  0      0 422336   4916  33888    0    0     0     0 103750  170  0 23 77  0  0 2017-02-15 03:13:25
 0  0      0 422336   4916  33892    0    0     0     0 103916  153  0 19 81  0  0 2017-02-15 03:13:26
 1  0      0 422336   4916  33892    0    0     0     0 103935  175  0 22 78  0  0 2017-02-15 03:13:27
 0  0      0 422336   4916  33892    0    0     0     0 104017  180  0 24 77  0  0 2017-02-15 03:13:28
 0  0      0 422336   4916  33892    0    0     0     0 103840  174  0 21 80  0  0 2017-02-15 03:13:29
 0  0      0 422304   4916  33892    0    0     0     0 103695  176  0 23 77  0  0 2017-02-15 03:13:30
 1  0      0 422336   4916  33892    0    0     0     0 103779  188  0 24 77  0  0 2017-02-15 03:13:31
 0  0      0 422336   4916  33892    0    0     0     0 103999  170  0 22 78  0  0 2017-02-15 03:13:32
 0  0      0 422336   4916  33892    0    0     0     0 103905  199  0 29 72  0  0 2017-02-15 03:13:33
 0  0      0 422336   4916  33892    0    0     0     0 103866  185  0 24 77  0  0 2017-02-15 03:13:34
 0  0      0 422336   4916  33892    0    0     0     0 103824  177  0 23 77  0  0 2017-02-15 03:13:35
 0  0      0 422336   4916  33892    0    0     0     0 104039  177  0 23 78  0  0 2017-02-15 03:13:36
 0  0      0 422336   4916  33892    0    0     0     0 104187  154  0 17 83  0  0 2017-02-15 03:13:37
 0  0      0 422304   4916  33892    0    0     0     0 104059  172  0 21 79  0  0 2017-02-15 03:13:38
 1  0      0 422336   4916  33892    0    0     0     0 103932  184  0 25 76  0  0 2017-02-15 03:13:39
 0  0      0 422336   4916  33892    0    0     0     0 104081  174  0 21 79  0  0 2017-02-15 03:13:40
 0  0      0 422336   4916  33892    0    0     0     0 104153  163  0 20 80  0  0 2017-02-15 03:13:41
 0  0      0 422336   4916  33892    0    0     0     0 103956  161  0 20 80  0  0 2017-02-15 03:13:42
 1  0      0 422336   4916  33892    0    0     0     0 103956  187  0 22 78  0  0 2017-02-15 03:13:43
 1  0      0 422336   4916  33892    0    0     0     0 104145  186  0 24 77  0  0 2017-02-15 03:13:44
 0  0      0 422336   4916  33892    0    0     0     0 104185  191  0 25 76  0  0 2017-02-15 03:13:45
 0  0      0 422336   4916  33892    0    0     0     0 104339  180  0 27 74  0  0 2017-02-15 03:13:46
 0  0      0 422336   4916  33892    0    0     0     0 104274  159  0 20 81  0  0 2017-02-15 03:13:47
 1  0      0 422336   4916  33892    0    0     0     0 104275  180  0 21 79  0  0 2017-02-15 03:13:48
 1  0      0 422336   4916  33892    0    0     0     0 104043  194  0 19 81  0  0 2017-02-15 03:13:49
 0  0      0 422336   4916  33892    0    0     0     0 103986  171  0 21 79  0  0 2017-02-15 03:13:50
